age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
41,management,married,secondary,no,-97,yes,yes,cellular,6,jul,1,1,-1,0,unknown,no
23,blue-collar,married,primary,no,81,no,no,unknown,9,aug,1,2,247,0,success,no
25,blue-collar,married,secondary,no,51,no,no,cellular,15,may,251,3,66,0,unknown,yes
44,management,married,secondary,no,-412,yes,no,cellular,10,feb,350,2,-1,0,unknown,no
51,student,single,tertiary,no,1026,yes,no,cellular,1,jun,1,5,0,0,unknown,no
41,blue-collar,married,unknown,no,11260,yes,no,unknown,9,aug,1,1,-1,0,unknown,yes
33,management,married,secondary,no,646,yes,yes,cellular,7,jun,1,2,8,0,unknown,no
51,management,divorced,tertiary,no,29,yes,yes,unknown,19,may,428,2,-1,3,unknown,no
47,blue-collar,married,tertiary,no,-617,no,no,cellular,16,aug,44,5,-1,0,unknown,no
39,management,married,secondary,no,1062,yes,no,cellular,10,apr,183,1,-1,0,unknown,no
42,technician,married,unknown,no,-173,yes,no,cellular,9,may,386,2,-1,0,unknown,no
63,admin.,divorced,tertiary,no,-1050,yes,yes,cellular,9,jul,38,2,2,0,unknown,no
47,technician,married,tertiary,no,460,yes,no,unknown,22,jul,93,1,-1,0,unknown,no
56,retired,married,primary,no,4045,yes,yes,cellular,9,may,1,1,-1,1,failure,no
34,self-employed,married,primary,no,248,yes,yes,cellular,1,oct,388,1,-1,0,unknown,yes
49,blue-collar,single,tertiary,no,-589,yes,no,cellular,15,apr,62,1,6,0,unknown,no
22,technician,divorced,tertiary,no,-167,yes,no,cellular,4,apr,78,1,-1,5,unknown,no
33,blue-collar,married,secondary,no,-687,no,no,cellular,10,may,267,1,-1,0,unknown,yes
31,blue-collar,divorced,secondary,no,-163,no,yes,unknown,27,apr,74,2,0,0,unknown,no
21,services,divorced,primary,no,-741,no,yes,unknown,19,feb,493,1,-1,0,unknown,no
38,blue-collar,single,secondary,no,-682,yes,no,cellular,8,may,150,1,-1,0,unknown,no
51,management,married,unknown,no,-2,no,no,cellular,1,nov,342,1,-1,0,unknown,no
20,admin.,married,secondary,no,702,yes,no,cellular,18,nov,219,2,211,5,failure,no
47,blue-collar,single,secondary,no,203,yes,no,cellular,13,feb,87,1,-1,0,unknown,no
55,services,single,primary,no,748,no,no,unknown,20,apr,505,3,-1,0,unknown,no
30,admin.,married,secondary,no,1959,no,no,cellular,24,aug,125,4,-1,0,failure,no
39,retired,married,secondary,no,414,yes,no,cellular,20,may,221,1,-1,4,failure,yes
55,blue-collar,married,unknown,no,1100,yes,yes,cellular,26,may,1,3,5,0,unknown,no
44,admin.,single,tertiary,no,370,yes,no,cellular,1,may,1,1,-1,2,unknown,yes
39,blue-collar,single,secondary,no,-1050,yes,no,cellular,10,may,225,2,0,0,unknown,yes
62,blue-collar,married,unknown,no,80,yes,no,cellular,6,aug,65,2,3,0,unknown,yes
21,technician,married,tertiary,no,-543,yes,yes,cellular,14,jun,71,1,3,0,failure,yes
20,management,married,secondary,no,87,no,no,unknown,12,jul,72,2,-1,2,unknown,no
64,technician,married,secondary,no,-88,yes,no,cellular,15,jul,187,3,-1,0,unknown,no
18,blue-collar,married,secondary,no,17,yes,no,telephone,5,oct,2,4,-1,0,unknown,no
26,management,married,secondary,no,19,yes,yes,unknown,8,jul,67,4,-1,0,other,no
29,technician,married,primary,no,-173,yes,no,cellular,13,apr,1,2,0,0,unknown,no
43,management,divorced,secondary,no,373,yes,no,cellular,5,jul,137,1,-1,0,success,yes
44,technician,married,tertiary,no,3356,yes,no,unknown,16,jun,1,2,7,0,unknown,no
34,services,married,secondary,yes,-586,yes,yes,cellular,14,may,157,4,-1,0,unknown,no
45,technician,married,secondary,no,71,no,no,unknown,5,may,149,2,-1,0,unknown,no
50,management,married,secondary,no,-28,yes,no,unknown,18,feb,27,2,-1,0,failure,no
21,services,single,primary,no,281,yes,no,cellular,7,mar,46,1,213,0,unknown,yes
18,management,married,secondary,no,-28,yes,no,cellular,29,jan,190,4,-1,4,unknown,no
41,blue-collar,married,tertiary,no,-427,yes,no,unknown,1,nov,116,1,-1,0,unknown,no
38,services,married,secondary,no,-631,yes,yes,cellular,1,jun,127,5,-1,0,unknown,no
18,unemployed,married,tertiary,no,367,no,no,cellular,22,may,1,1,-1,0,other,no
43,admin.,married,secondary,no,1009,yes,no,cellular,10,jun,125,5,-1,0,unknown,no
48,blue-collar,married,secondary,no,649,no,no,unknown,15,aug,1,2,-1,0,unknown,no
64,entrepreneur,married,tertiary,no,8199,no,no,cellular,13,may,1,1,-1,0,unknown,no
53,retired,married,primary,no,156,yes,no,cellular,4,jun,38,1,151,0,unknown,no
44,blue-collar,divorced,tertiary,no,-1050,yes,yes,cellular,16,oct,132,2,330,0,unknown,no
44,blue-collar,married,tertiary,no,27696,no,yes,unknown,28,apr,1,1,-1,0,unknown,no
52,student,married,tertiary,no,2026,yes,no,cellular,5,jun,69,1,-1,0,unknown,no
43,retired,single,tertiary,no,442,no,no,cellular,20,jul,16,1,-1,3,unknown,no
32,student,married,tertiary,no,-200,no,no,telephone,11,jan,155,5,3,1,failure,no
37,admin.,single,tertiary,no,-401,yes,no,cellular,11,jun,16,3,-1,0,unknown,no
49,services,married,tertiary,no,-151,yes,yes,telephone,15,jun,24,1,-1,0,failure,no
33,blue-collar,single,secondary,no,9946,yes,no,cellular,5,may,121,6,3,5,failure,no
21,management,married,tertiary,no,298,yes,yes,cellular,26,sep,167,1,-1,0,unknown,no
25,services,divorced,unknown,no,849,yes,no,cellular,16,jul,74,2,-1,0,unknown,no
58,technician,married,tertiary,no,451,no,no,telephone,16,nov,119,2,0,3,unknown,no
29,management,married,secondary,no,-370,yes,no,cellular,25,aug,97,1,-1,0,unknown,no
45,management,married,tertiary,no,2594,yes,no,unknown,24,may,34,2,180,0,unknown,yes
44,blue-collar,married,tertiary,no,-5,no,no,telephone,12,feb,227,2,-1,0,failure,no
40,admin.,divorced,tertiary,no,374,yes,no,cellular,7,aug,201,2,2,0,unknown,no
19,blue-collar,single,secondary,no,7135,no,no,cellular,9,jul,1,2,6,1,unknown,no
47,blue-collar,divorced,secondary,no,-556,yes,no,cellular,15,may,9,2,-1,0,unknown,no
36,technician,divorced,tertiary,no,554,yes,no,unknown,12,jun,313,2,-1,0,other,no
43,housemaid,married,tertiary,no,396,no,yes,cellular,14,nov,107,2,0,2,unknown,no
38,technician,married,primary,no,1848,no,yes,cellular,8,jun,318,5,-1,0,failure,no
48,blue-collar,married,secondary,no,3869,yes,yes,unknown,29,feb,69,2,-1,0,unknown,no
25,management,married,secondary,no,898,no,no,cellular,11,aug,28,1,-1,0,unknown,no
45,management,married,tertiary,no,-397,yes,no,telephone,22,jun,162,1,-1,1,unknown,no
48,housemaid,single,unknown,no,-171,no,no,cellular,31,apr,185,2,-1,0,failure,no
56,retired,married,secondary,no,-273,yes,no,unknown,17,may,1,2,-1,0,failure,no
39,management,married,secondary,no,-347,yes,yes,cellular,11,may,323,1,-1,0,unknown,yes
40,management,married,primary,no,-296,yes,yes,cellular,17,may,72,5,-1,0,unknown,no
45,admin.,married,unknown,no,3930,yes,no,unknown,26,dec,75,1,-1,1,failure,no
37,housemaid,divorced,secondary,no,105,no,no,unknown,16,jul,1,4,79,0,unknown,yes
26,blue-collar,single,secondary,no,-85,yes,no,cellular,12,aug,1,2,-1,0,unknown,no
36,technician,married,primary,no,7541,yes,yes,cellular,1,apr,19,4,-1,0,unknown,no
19,management,married,secondary,no,-105,yes,no,unknown,18,aug,151,5,-1,0,unknown,no
42,student,married,tertiary,no,8146,yes,no,unknown,11,may,84,3,-1,0,failure,no
35,management,single,primary,no,-160,no,no,cellular,15,may,49,1,-1,0,unknown,yes
42,technician,married,tertiary,no,-376,no,yes,cellular,13,jun,372,1,-1,0,unknown,no
54,services,married,secondary,no,5614,yes,no,cellular,12,nov,289,3,-1,1,other,no
36,blue-collar,single,tertiary,no,936,yes,no,cellular,1,feb,12,1,-1,0,unknown,no
42,technician,divorced,secondary,no,29,yes,no,unknown,8,nov,1,5,-1,0,unknown,no
41,entrepreneur,married,tertiary,no,2518,no,no,cellular,12,aug,83,2,-1,2,unknown,no
59,management,single,tertiary,no,340,yes,no,cellular,2,aug,3,2,2,0,failure,no
58,blue-collar,single,tertiary,yes,-553,no,no,cellular,6,may,108,3,-1,0,unknown,no
48,technician,married,secondary,no,-429,no,no,unknown,21,jul,359,2,-1,0,unknown,yes
42,technician,married,unknown,no,1927,no,no,unknown,15,may,66,2,140,0,unknown,no
53,management,married,secondary,no,309,yes,no,cellular,11,may,187,1,-1,0,unknown,no
57,technician,married,tertiary,no,403,yes,no,cellular,22,nov,461,1,-1,2,unknown,no
53,self-employed,married,secondary,no,1070,yes,no,cellular,13,may,1,2,-1,0,unknown,no
48,management,married,secondary,no,278,no,yes,cellular,4,jul,154,1,3,0,unknown,no
25,management,married,tertiary,no,203,yes,no,cellular,9,jan,429,2,-1,0,unknown,no
40,technician,married,secondary,no,-303,yes,no,cellular,22,jul,87,2,74,0,unknown,no
31,services,divorced,secondary,no,10682,yes,no,cellular,19,may,1,3,-1,0,other,yes
45,blue-collar,married,secondary,no,-90,yes,no,unknown,6,nov,1,4,-1,0,unknown,no
45,technician,married,tertiary,no,-555,yes,yes,cellular,16,jan,1,2,7,2,unknown,no
35,student,married,secondary,no,-302,yes,no,cellular,18,nov,146,2,-1,0,failure,no
44,management,married,secondary,no,-1050,yes,no,unknown,18,may,472,3,-1,0,unknown,no
22,management,married,primary,no,-575,yes,no,unknown,14,may,459,4,-1,0,unknown,no
55,blue-collar,married,tertiary,no,148,no,no,cellular,29,jul,30,2,-1,0,unknown,yes
41,entrepreneur,married,tertiary,no,-38,yes,yes,cellular,14,feb,51,3,-1,1,unknown,no
62,technician,married,secondary,no,730,yes,yes,unknown,1,jul,1,1,-1,0,failure,no
28,retired,divorced,secondary,no,2022,yes,yes,cellular,8,nov,86,2,-1,0,unknown,no
46,management,married,tertiary,no,-307,yes,yes,cellular,8,sep,178,2,-1,1,failure,no
52,services,married,tertiary,no,1988,no,yes,unknown,12,jul,60,2,4,0,unknown,no
18,management,married,secondary,no,26453,yes,no,unknown,19,jul,199,2,0,0,unknown,no
29,blue-collar,single,primary,no,9094,yes,no,unknown,7,mar,420,1,0,1,unknown,yes
20,retired,married,secondary,no,-363,no,no,cellular,18,jul,56,1,-1,0,failure,no
48,unknown,married,tertiary,no,-351,no,no,cellular,9,feb,116,2,555,0,unknown,no
52,admin.,married,secondary,no,214,no,no,cellular,8,may,61,1,-1,1,failure,no
43,admin.,married,secondary,no,33,yes,no,cellular,17,may,52,2,-1,0,unknown,no
32,management,divorced,secondary,no,142,no,no,cellular,9,oct,177,1,4,2,failure,no
42,management,single,primary,no,-240,no,yes,cellular,25,aug,799,1,-1,0,failure,yes
36,management,single,tertiary,no,405,yes,no,unknown,7,aug,38,1,-1,0,failure,no
18,management,single,tertiary,no,-644,no,no,unknown,18,may,12,1,-1,2,unknown,no
29,entrepreneur,married,secondary,no,237,yes,no,cellular,11,dec,1,1,-1,0,unknown,no
28,technician,single,unknown,no,5203,yes,no,unknown,17,apr,308,3,-1,0,failure,yes
38,blue-collar,single,tertiary,no,804,yes,no,cellular,7,aug,1,2,-1,2,unknown,no
33,management,single,unknown,no,5182,yes,yes,unknown,16,aug,1,1,-1,3,unknown,no
29,retired,married,secondary,no,638,no,no,cellular,1,may,135,2,-1,0,unknown,no
28,blue-collar,divorced,secondary,no,195,no,no,cellular,31,jun,100,1,-1,0,failure,no
37,management,married,unknown,no,2034,no,no,cellular,23,may,54,1,4,0,failure,no
33,management,single,unknown,no,165,yes,no,unknown,19,apr,308,1,-1,0,unknown,no
49,management,married,tertiary,no,6493,no,no,cellular,16,jun,55,1,76,0,unknown,no
20,blue-collar,married,secondary,no,27,yes,no,unknown,2,may,99,2,-1,0,other,yes
53,blue-collar,married,primary,no,669,no,no,unknown,15,may,75,2,3,0,failure,no
30,housemaid,married,tertiary,no,-101,no,no,unknown,11,jan,393,1,-1,1,other,no
29,unemployed,married,primary,no,-355,no,no,telephone,19,may,67,2,-1,0,success,no
34,unemployed,single,unknown,no,8178,yes,no,telephone,31,nov,1,5,4,0,failure,no
45,technician,married,primary,no,-1050,yes,no,cellular,28,mar,221,2,2,0,success,no
35,technician,married,primary,yes,-617,no,yes,cellular,15,may,104,1,-1,0,unknown,no
43,blue-collar,divorced,primary,no,3725,yes,no,cellular,10,feb,72,2,3,0,unknown,no
22,technician,married,unknown,no,10494,no,no,cellular,20,jan,168,5,-1,0,unknown,no
35,management,divorced,secondary,no,-311,yes,no,cellular,3,may,48,2,0,0,failure,yes
50,services,married,primary,no,4231,yes,no,cellular,7,jul,65,2,-1,0,unknown,no
21,unknown,married,tertiary,no,-687,yes,no,cellular,23,jan,21,2,-1,0,unknown,no
30,student,married,tertiary,no,7008,yes,no,telephone,26,aug,19,1,0,0,failure,yes
43,technician,married,tertiary,no,-376,yes,no,unknown,15,aug,144,1,109,0,unknown,no
26,blue-collar,divorced,tertiary,no,-544,yes,no,cellular,12,may,155,2,-1,0,unknown,no
20,blue-collar,married,primary,yes,-368,yes,no,cellular,19,jul,146,2,-1,1,unknown,no
19,management,married,primary,no,-225,no,no,telephone,25,aug,86,2,432,0,failure,no
46,entrepreneur,married,secondary,no,61,no,yes,cellular,26,aug,149,6,-1,1,other,no
18,student,single,tertiary,no,1515,yes,no,cellular,19,aug,112,1,-1,0,success,no
49,technician,married,tertiary,no,107,yes,no,cellular,6,apr,74,2,-1,0,unknown,no
20,services,married,secondary,no,-1050,no,yes,cellular,22,aug,272,2,2,0,unknown,no
49,blue-collar,married,secondary,no,-592,no,no,cellular,16,jul,148,2,341,0,unknown,no
44,blue-collar,single,secondary,no,488,yes,no,cellular,3,nov,356,6,-1,0,unknown,no
48,technician,single,tertiary,no,91,yes,yes,cellular,19,jul,1,2,4,0,unknown,yes
42,blue-collar,married,unknown,no,729,yes,no,cellular,26,feb,192,3,-1,2,unknown,no
25,management,married,tertiary,no,485,yes,yes,unknown,15,aug,375,2,-1,2,unknown,yes
18,admin.,single,secondary,no,591,no,no,unknown,4,jun,33,5,-1,0,unknown,no
34,technician,married,secondary,no,277,no,yes,cellular,18,may,334,4,-1,0,unknown,yes
20,blue-collar,single,secondary,no,-66,yes,no,cellular,24,jun,384,1,4,0,unknown,no
22,technician,married,secondary,no,15,no,no,unknown,12,jul,240,2,-1,0,unknown,yes
37,retired,divorced,primary,no,109,no,yes,cellular,24,jul,409,3,2,0,unknown,no
24,management,married,primary,no,-505,yes,no,unknown,7,jun,1,1,-1,0,unknown,no
39,retired,married,unknown,no,-327,yes,yes,unknown,9,nov,1,2,-1,0,unknown,no
40,blue-collar,married,tertiary,no,3062,no,no,cellular,16,aug,163,5,0,0,unknown,no
55,management,married,tertiary,no,255,yes,no,cellular,7,jun,114,2,-1,0,unknown,no
19,management,married,primary,no,-1050,no,no,cellular,7,jul,168,1,-1,0,unknown,no
22,management,divorced,tertiary,no,1400,yes,no,cellular,1,jul,1,2,-1,0,unknown,no
57,management,married,secondary,no,-15,yes,no,cellular,14,may,23,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,868,yes,no,cellular,7,jul,81,1,-1,0,unknown,no
27,blue-collar,married,tertiary,no,1617,no,no,cellular,11,jul,13,2,4,0,failure,no
19,admin.,married,tertiary,no,649,no,no,cellular,10,mar,513,4,-1,0,unknown,no
30,admin.,married,secondary,no,-467,yes,no,cellular,13,may,1,4,-1,1,unknown,no
63,blue-collar,married,tertiary,no,1241,yes,no,unknown,17,may,6,1,-1,0,unknown,no
34,admin.,married,secondary,no,-1018,yes,no,cellular,6,may,130,2,-1,0,success,no
61,blue-collar,single,unknown,no,-315,no,yes,cellular,12,jun,262,6,-1,0,failure,no
60,blue-collar,married,primary,no,1080,yes,no,unknown,29,aug,70,1,-1,0,unknown,no
49,unemployed,married,secondary,no,653,yes,yes,cellular,9,apr,205,1,-1,0,unknown,no
22,blue-collar,married,primary,no,86,no,no,unknown,10,may,433,1,-1,0,unknown,no
32,technician,single,secondary,no,6080,no,no,cellular,8,apr,218,2,-1,3,unknown,no
47,admin.,single,secondary,no,145,no,no,cellular,23,jul,1,2,2,0,unknown,no
19,housemaid,divorced,primary,no,-76,yes,no,unknown,22,jan,106,2,-1,0,failure,no
28,blue-collar,married,secondary,no,-153,no,no,cellular,30,aug,1,2,-1,0,unknown,no
42,management,married,secondary,no,-21,yes,no,telephone,15,feb,509,1,-1,0,unknown,yes
54,technician,married,primary,no,-610,no,yes,cellular,17,oct,94,1,0,0,other,no
61,entrepreneur,married,secondary,no,-870,yes,no,cellular,8,aug,1,2,-1,0,unknown,no
38,management,married,tertiary,yes,1179,no,no,cellular,1,jun,205,5,-1,0,other,yes
44,blue-collar,single,secondary,no,4900,yes,no,cellular,5,may,219,5,-1,0,unknown,no
44,management,married,tertiary,no,-464,no,no,cellular,15,aug,39,5,-1,1,unknown,no
56,retired,married,secondary,no,-1050,yes,yes,cellular,15,jul,44,1,-1,0,unknown,no
18,blue-collar,married,tertiary,no,4513,yes,yes,unknown,19,may,83,2,6,0,unknown,no
34,unemployed,married,unknown,yes,628,no,no,cellular,31,jun,196,1,-1,0,unknown,no
63,management,single,secondary,no,2354,no,no,unknown,27,jun,1,2,-1,0,unknown,no
36,management,married,tertiary,no,7285,yes,yes,unknown,3,may,70,2,-1,0,unknown,yes
55,management,divorced,tertiary,no,-335,yes,yes,cellular,14,jul,309,3,-1,1,unknown,no
48,technician,single,secondary,no,-646,yes,yes,cellular,19,jun,326,3,-1,0,unknown,no
41,technician,married,tertiary,no,-231,yes,no,unknown,1,may,87,1,-1,0,unknown,no
49,management,single,tertiary,no,-61,yes,no,cellular,8,may,212,1,-1,0,unknown,no
53,technician,married,secondary,no,198,yes,no,cellular,12,may,1,2,-1,0,unknown,no
60,blue-collar,married,unknown,no,-268,yes,no,cellular,7,jul,1395,2,-1,0,unknown,no
66,technician,married,tertiary,no,-45,yes,no,cellular,3,jul,45,1,-1,0,unknown,no
50,retired,married,secondary,no,5297,no,no,cellular,14,sep,167,3,-1,0,failure,no
60,blue-collar,divorced,tertiary,no,-436,yes,no,telephone,14,jul,255,6,-1,0,unknown,no
53,admin.,married,tertiary,no,-136,yes,no,cellular,4,feb,194,2,-1,1,failure,no
41,retired,single,tertiary,no,-1005,yes,no,cellular,3,aug,1,1,0,0,unknown,no
46,blue-collar,married,primary,no,-315,no,no,unknown,10,apr,1,2,-1,0,unknown,no
31,admin.,single,secondary,no,-343,yes,yes,unknown,27,feb,34,2,3,0,unknown,no
49,blue-collar,single,secondary,no,-1050,no,no,cellular,1,jul,348,5,-1,0,unknown,no
40,management,married,secondary,no,19284,yes,no,unknown,25,jul,469,1,-1,0,failure,no
46,services,married,secondary,no,728,yes,no,cellular,12,feb,1,4,3,0,unknown,no
23,blue-collar,divorced,primary,no,193,yes,no,cellular,18,jun,36,5,4,0,unknown,yes
53,technician,single,tertiary,no,4893,no,no,unknown,6,jul,265,3,-1,0,success,no
47,technician,married,tertiary,no,1575,no,no,cellular,19,jul,232,2,0,0,unknown,no
45,self-employed,married,tertiary,no,654,yes,no,unknown,1,mar,1,2,-1,0,unknown,yes
42,blue-collar,divorced,secondary,no,6089,yes,yes,unknown,5,may,117,2,-1,0,unknown,no
46,technician,married,secondary,no,736,no,no,unknown,7,aug,215,2,-1,0,unknown,no
60,management,married,tertiary,no,-673,no,no,cellular,23,jun,1,1,-1,0,unknown,yes
26,management,married,primary,no,-275,yes,no,cellular,15,jun,1,2,-1,0,other,no
27,blue-collar,married,tertiary,no,2397,yes,no,unknown,5,jul,32,4,-1,0,unknown,no
37,blue-collar,married,secondary,no,9128,no,no,telephone,15,jun,351,2,0,3,failure,no
31,technician,married,secondary,no,111,yes,no,cellular,6,jun,33,1,-1,0,unknown,no
23,management,married,tertiary,no,-1050,yes,no,cellular,23,aug,150,4,-1,0,unknown,no
66,management,divorced,primary,no,5206,no,no,unknown,14,may,1,1,1,0,unknown,yes
18,blue-collar,single,secondary,no,694,no,no,cellular,18,jul,59,1,-1,2,unknown,yes
28,unemployed,married,secondary,no,4934,yes,yes,telephone,9,may,1,1,-1,0,other,no
36,blue-collar,married,secondary,no,-119,yes,no,unknown,3,jul,127,2,1,0,unknown,no
48,blue-collar,divorced,secondary,no,18639,yes,no,cellular,5,jun,93,2,-1,0,unknown,no
61,student,married,secondary,no,324,yes,no,cellular,16,feb,1,2,-1,0,unknown,no
43,services,married,secondary,no,-25,yes,no,unknown,12,may,1,1,-1,0,unknown,yes
48,blue-collar,divorced,tertiary,no,4278,yes,yes,cellular,1,may,86,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,336,no,no,cellular,4,aug,1,2,0,0,unknown,no
56,blue-collar,married,unknown,no,-444,no,no,unknown,16,mar,1,1,-1,2,failure,no
43,blue-collar,single,tertiary,no,-272,yes,no,cellular,25,jun,302,3,-1,0,success,no
44,student,married,secondary,no,-87,yes,no,unknown,19,may,1,6,-1,0,failure,no
24,blue-collar,married,tertiary,no,-461,yes,no,cellular,4,jul,488,1,0,0,unknown,no
33,blue-collar,married,secondary,no,432,no,yes,cellular,14,jul,1,2,-1,0,unknown,yes
36,technician,single,secondary,no,-738,no,no,unknown,7,jul,1,2,161,0,unknown,no
40,blue-collar,married,secondary,no,-482,yes,no,cellular,26,jun,28,2,-1,0,success,no
24,entrepreneur,married,secondary,no,-177,no,no,cellular,2,may,337,1,-1,1,unknown,no
37,admin.,single,secondary,no,-428,yes,no,cellular,14,may,26,2,-1,0,unknown,no
18,management,single,tertiary,no,-347,yes,no,unknown,29,oct,167,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,11651,yes,no,cellular,1,jun,278,1,-1,1,unknown,no
38,admin.,married,primary,no,-396,yes,no,cellular,15,may,340,1,2,1,unknown,no
32,blue-collar,divorced,secondary,no,-64,yes,yes,cellular,4,jun,130,2,5,1,unknown,no
42,retired,single,secondary,no,670,yes,no,cellular,1,apr,505,2,-1,0,success,no
34,entrepreneur,married,primary,yes,29,no,no,unknown,8,oct,106,1,-1,0,success,yes
28,services,married,secondary,no,1264,yes,no,cellular,12,nov,1,2,1,6,failure,no
68,blue-collar,married,tertiary,no,45,yes,yes,cellular,4,may,91,2,2,0,unknown,no
26,unknown,married,unknown,yes,827,yes,no,unknown,30,apr,1,1,-1,1,unknown,no
39,technician,married,tertiary,no,-244,no,no,unknown,16,may,165,1,-1,1,unknown,no
31,blue-collar,single,tertiary,no,-362,no,no,cellular,7,may,1,1,1,0,unknown,no
41,technician,single,secondary,no,254,yes,yes,cellular,10,nov,89,2,-1,2,unknown,no
18,housemaid,married,primary,no,227,yes,yes,telephone,5,jul,310,2,-1,0,success,no
55,technician,divorced,unknown,no,293,no,no,cellular,13,nov,26,5,-1,1,unknown,no
47,management,married,tertiary,no,-205,yes,no,unknown,24,aug,210,2,-1,3,failure,yes
38,blue-collar,married,secondary,no,291,no,no,unknown,11,jun,20,2,4,0,unknown,no
54,technician,married,primary,no,-88,no,no,unknown,15,oct,438,1,-1,0,unknown,no
39,blue-collar,divorced,unknown,no,560,yes,no,unknown,11,jul,62,3,-1,0,unknown,no
62,blue-collar,married,tertiary,no,377,yes,no,unknown,26,jul,388,1,4,0,unknown,no
30,entrepreneur,married,tertiary,no,-41,no,no,cellular,1,jun,149,1,-1,0,unknown,no
51,management,divorced,primary,no,2133,yes,no,unknown,22,jun,149,2,-1,0,unknown,no
22,services,single,unknown,no,-172,yes,yes,unknown,19,may,232,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,-420,yes,no,cellular,13,jun,1,2,-1,3,unknown,no
37,entrepreneur,single,tertiary,no,-81,yes,no,cellular,22,jul,1,2,-1,0,unknown,no
25,unemployed,married,primary,no,201,no,yes,cellular,3,jul,54,2,-1,0,unknown,no
29,retired,married,secondary,no,-88,no,no,unknown,18,may,106,3,-1,0,unknown,no
39,housemaid,married,primary,no,2723,no,yes,unknown,13,aug,119,2,172,0,failure,yes
64,blue-collar,single,tertiary,no,901,no,yes,cellular,21,aug,1,1,-1,0,unknown,yes
41,entrepreneur,divorced,tertiary,yes,-248,yes,no,cellular,14,oct,319,7,-1,3,failure,yes
21,management,divorced,tertiary,no,16,yes,no,cellular,1,jul,1,1,-1,0,unknown,no
22,unknown,single,secondary,no,2647,yes,no,cellular,18,aug,95,2,1,0,unknown,yes
63,blue-collar,married,secondary,no,1429,yes,no,cellular,27,jul,95,2,-1,0,unknown,no
33,admin.,married,secondary,no,1495,yes,yes,unknown,8,jul,557,2,-1,0,unknown,no
45,blue-collar,married,unknown,no,359,no,no,cellular,15,may,26,1,0,0,unknown,no
29,unknown,single,primary,no,-738,yes,yes,cellular,14,apr,233,1,-1,4,unknown,no
42,self-employed,divorced,unknown,no,118,no,no,cellular,2,may,1,2,-1,0,unknown,no
38,management,married,tertiary,no,-1050,no,no,cellular,13,nov,791,2,0,0,failure,no
59,technician,married,secondary,no,-526,yes,no,unknown,6,oct,1,2,174,0,other,no
42,management,divorced,secondary,no,425,yes,yes,cellular,11,apr,193,2,-1,0,failure,no
31,unknown,married,secondary,no,-387,no,no,unknown,1,may,37,3,-1,0,success,no
18,student,married,tertiary,no,-243,yes,no,cellular,11,jul,128,4,4,0,unknown,no
58,retired,single,primary,no,-185,yes,no,unknown,18,nov,38,4,-1,0,unknown,no
19,technician,divorced,primary,no,-180,yes,no,cellular,6,feb,90,2,-1,0,unknown,no
60,blue-collar,divorced,secondary,no,170,no,yes,cellular,15,jun,145,1,-1,1,unknown,no
28,admin.,married,secondary,no,3983,yes,no,cellular,20,jul,73,1,1,0,unknown,no
19,management,married,tertiary,no,3814,yes,no,cellular,22,jul,5,2,-1,0,unknown,no
34,management,divorced,primary,no,-158,yes,no,cellular,8,may,386,1,-1,1,other,no
55,management,married,secondary,no,112,no,yes,cellular,4,oct,217,1,62,0,unknown,no
24,retired,single,secondary,no,13343,no,no,cellular,31,may,153,2,-1,0,unknown,no
30,management,single,secondary,no,-196,yes,no,unknown,5,nov,1,1,-1,0,unknown,no
30,management,married,tertiary,no,-366,yes,no,telephone,26,may,153,1,-1,1,unknown,no
39,admin.,single,secondary,no,3597,yes,no,unknown,20,nov,1,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,1531,yes,yes,cellular,27,jul,1,1,-1,0,unknown,no
26,admin.,married,tertiary,no,-774,no,yes,cellular,7,may,68,3,-1,0,unknown,yes
32,blue-collar,married,secondary,no,421,no,no,cellular,6,jul,51,2,3,0,unknown,no
59,entrepreneur,married,tertiary,no,86,yes,no,cellular,9,jul,172,1,-1,0,unknown,no
61,retired,married,tertiary,no,556,no,no,unknown,5,jul,45,1,-1,1,success,yes
58,admin.,married,tertiary,no,-175,yes,no,cellular,16,may,56,6,1,0,unknown,no
29,student,married,tertiary,no,-627,yes,no,cellular,6,jul,1,1,-1,0,other,no
50,services,married,secondary,no,6634,yes,no,cellular,5,aug,48,2,-1,0,unknown,no
49,blue-collar,married,tertiary,no,150,yes,no,cellular,26,jul,1,3,-1,0,unknown,no
18,management,single,tertiary,no,18829,yes,no,cellular,1,jun,1,9,-1,0,unknown,no
54,technician,divorced,secondary,no,-1037,yes,no,cellular,1,jun,220,1,-1,0,other,no
41,technician,single,secondary,no,1028,yes,no,cellular,23,may,181,1,-1,0,failure,no
43,technician,married,primary,no,-382,yes,no,cellular,22,apr,258,5,-1,0,unknown,no
40,management,married,tertiary,no,121,yes,no,cellular,12,may,198,2,1,0,unknown,no
48,blue-collar,married,primary,no,-483,no,no,unknown,7,jul,1,1,-1,0,unknown,no
28,services,married,tertiary,no,-84,no,no,cellular,1,jul,335,2,-1,0,unknown,no
